horizon,r2_manifold,r2_var,nrmse_manifold,nrmse_var,n_engines
1,0.8929286974967301,0.9704701032673712,0.1919360284262541,0.1007977702699806,50
2,0.894053010840535,0.9601680509692724,0.19175472737987453,0.11757569339771136,50
3,0.8811844996780356,0.9313335435329294,0.20380749369622744,0.15493727586693443,50
4,0.8786047563893472,0.9201425833657723,0.20838534253634172,0.16901449848824168,50
5,0.8729202033620118,0.9123917520401886,0.2139528012626233,0.1776446853184954,50
6,0.861996375078731,0.8975818498515764,0.22326518873002088,0.19233761669620714,50
7,0.8516516461783104,0.8913198966523553,0.23100591261523065,0.19772279977328083,50
8,0.8573126821016546,0.8947123307185252,0.22919611143038196,0.19688077658838796,50
9,0.854884917933552,0.8950320413483559,0.22946894406780283,0.19516234014781628,50
10,0.8430626530763509,0.8782664529119614,0.2361232264864106,0.20796042394693579,50
11,0.8395682655016488,0.8823119025378041,0.23854391316780368,0.20430992809056467,50
12,0.8276898340722563,0.8795134908212181,0.25144300499021033,0.21025838240355704,50
13,0.7938534825816085,0.8570242981420584,0.2733019820194471,0.22760714889523648,50
14,0.7904186455870194,0.8543587458246639,0.27716080373263685,0.23104559655941925,50
15,0.8014663637047718,0.8657877414539867,0.26977212959637986,0.22180744751992834,50
16,0.8025444432141635,0.8546190671240972,0.27023357292264655,0.23187736095058936,50
17,0.791657928433809,0.8537421604427005,0.2787204091318759,0.23352848332914636,50
18,0.7856139593501082,0.850416666635856,0.28276557892144055,0.23619456136080544,50
19,0.7765751924769381,0.850647118699788,0.287245503522345,0.23485204463165713,50
20,0.7698984431818667,0.8549716454985705,0.29233727262295545,0.23208703062294447,50
21,0.7633333586893701,0.855393280571761,0.29676287699815823,0.23197184991156977,50
22,0.7500157838662015,0.8390025560848782,0.30634520327350206,0.24584664210497303,50
23,0.7309350029278173,0.8262694693358137,0.3208905185984657,0.25784953729105486,50
24,0.7326177775630442,0.831655560194237,0.32174817871465367,0.25529906322364765,50
25,0.7269293431135677,0.8098657661352244,0.3253884525974391,0.2715155946721483,50
26,0.7167136658869907,0.8058916982097601,0.3316399516158109,0.274521324715782,50
27,0.70699336996111,0.795381151088133,0.3339657442194163,0.2790846928980335,50
28,0.6708465228123422,0.7913235465526074,0.3528052255048285,0.2809134340413864,50
29,0.6741048032104904,0.7913018796227026,0.3550372031895221,0.2841149931975297,50
30,0.6660839049031885,0.7894873151610564,0.3608645337677243,0.2865264108955813,50
31,0.6508325283032421,0.7878121735613212,0.37259868846417293,0.290458884279259,50
32,0.630570059673502,0.775723573982363,0.38330030950084665,0.2986516636935974,50
33,0.6226098067302581,0.7701961472854102,0.38938478587626646,0.3038521587081548,50
34,0.594341596391331,0.7757331974260288,0.407820874032687,0.30322968033109543,50
35,0.5802983657467868,0.7772974042087788,0.4201927645934973,0.30608417698393975,50
36,0.5515060031278884,0.7636137212385485,0.43089094265625766,0.31282408295215847,50
37,0.5412549831721556,0.7686582989202211,0.43695334670133834,0.31029612528223394,50
38,0.5383554168503143,0.7609645764083214,0.44204449434727194,0.3180850418164757,50
39,0.5210935558892676,0.7549761350612402,0.4479450879696409,0.3204082066404672,50
40,0.5176207800645272,0.7552050495016941,0.45442317550952055,0.3237184142859116,50
41,0.5180821523060897,0.7607661926804945,0.4528116524511952,0.3190379638892708,50
42,0.5147126150652932,0.7562430949085592,0.46415459445217855,0.3289588814658916,50
43,0.5129740366145161,0.7474004432530286,0.4702099194824029,0.33863513928689254,50
44,0.504142404229319,0.7471635888356886,0.4792895969654214,0.3422467447806939,50
45,0.4747505241880936,0.7487740879376802,0.5054936409290428,0.3495949081678212,50
46,0.45545590444630624,0.7420132364853452,0.5253957494122335,0.36163357137213237,50
47,0.4476816366058243,0.7371696315005923,0.5337814256812268,0.36821924897143754,50
48,0.4325763163451418,0.73355200841078,0.5418252705305423,0.3712887177105598,50
49,0.43335463456560697,0.7261269841489337,0.5467978104950121,0.38014188023647283,50
50,0.42675956086873934,0.7161913207367874,0.5477846383547604,0.38543777478634383,50
51,0.4393214958031618,0.7028727097273944,0.5461345132291996,0.39757030684995004,50
52,0.41193274398204305,0.7109107194829187,0.5684992099098822,0.39859547162064135,50
53,0.39003210019400825,0.7089927640810423,0.5873602018945352,0.405698049923634,50
54,0.373207004868638,0.6952043743665008,0.6020282156725866,0.4198161522672637,50
55,0.35294202539447794,0.6779335069979772,0.6108928163329171,0.4309890072999292,50
56,0.30150822229396745,0.6651858229048571,0.6361034187246486,0.4404017136167204,50
57,0.2947025991465795,0.6585338083255976,0.6429863509227685,0.44739329153986507,50
58,0.2904368915911679,0.6420328661223422,0.6437835484236996,0.457262869898329,50
59,0.2710571480307832,0.6115749544371967,0.6561090178895973,0.47894195081824464,50
60,0.25210432705016184,0.5943066097018863,0.6655285587988098,0.4901682220111553,50
61,0.2557882634089923,0.5863400868271178,0.6702635526705222,0.4997111788390042,50
62,0.2349802253316029,0.5799551232017182,0.6849571273092641,0.5075454099323723,50
63,0.2217578376801842,0.5557175744634584,0.7025410823702452,0.5308158897246055,50
64,0.2112607128737981,0.5618056477386422,0.7142514756598811,0.5323751769335894,50
65,0.20983433742855007,0.5596306286728719,0.7265977155110025,0.5424297542360542,50
66,0.19385744938124505,0.544161434012366,0.7453785180929177,0.5605011170304159,50
67,0.19126709968408695,0.532029834826866,0.7531771555438826,0.5729327742822952,50
68,0.18695001413577061,0.5195830924794795,0.7573823594703119,0.5821912901603223,50
69,0.1751122497503449,0.5113610841749876,0.7828983920558179,0.6025623607496315,50
70,0.1549013108843441,0.499766619960751,0.7999011262267911,0.6154162058684662,50
71,0.13806040718511503,0.48813815207879274,0.8159330356054059,0.628770969800536,50
72,0.16159121296612566,0.48551308927349557,0.8144699194782663,0.6380200161096269,50
73,0.1351866912208165,0.49884666375939146,0.8448708347855175,0.6431532211587949,50
74,0.12363361085392932,0.4831974006193973,0.8547838616566709,0.6564109275205463,50
