coord,model,horizon,rmse,n,skill
h0,quadratic_recent,100,0.1652239692013768,26,-5.282622755129034
h0,ar2,1,0.0015429795607553793,156,0.0017980708826874636
h0,ar2,3,0.002880631667469211,156,0.11969423001256951
h0,ar2,5,0.0037023068335842227,156,0.19874161847634142
h0,ar2,10,0.006454462728593487,156,0.2906288158224203
h0,ar2,15,0.009193917538695003,156,0.34557845270983534
h0,ar2,20,0.012027942557436463,156,0.4204312299211451
h0,ar2,30,0.021965433311372465,153,0.21636759778637393
h0,ar2,40,0.026138399972732908,130,0.30201122679583203
h0,ar2,50,0.03343772725292661,108,0.1593231589645937
h0,ar2,75,0.05817962844298544,62,-0.33942886237443637
h0,ar2,100,0.06746093199614367,26,-0.04736861155635674
h1,persistence,1,0.03901918513142329,156,6.568158239517174e-10
h1,persistence,3,0.044452901460021836,156,5.060574181925404e-10
h1,persistence,5,0.04952492866882866,156,4.077108650690775e-10
h1,persistence,10,0.05504206261400967,156,3.3007341304625015e-10
h1,persistence,15,0.0614164155755082,156,2.6511304263010516e-10
h1,persistence,20,0.06878118823580329,156,2.113784702828525e-10
h1,persistence,30,0.08171731333536462,153,1.4975176654274946e-10
h1,persistence,40,0.08780767712211589,130,1.296985852050625e-10
h1,persistence,50,0.10642064097356489,108,8.829748043837071e-11
h1,persistence,75,0.1372132079339459,62,5.3113846654184727e-11
h1,persistence,100,0.19582808154416192,26,2.6076474313185827e-11
h1,const_velocity,1,0.040011633322548784,156,-0.05151668715340629
h1,const_velocity,3,0.047839548307177196,156,-0.1581742770797263
h1,const_velocity,5,0.06027359796316117,156,-0.48117548817269107
h1,const_velocity,10,0.07686405107068256,156,-0.9501011557230994
h1,const_velocity,15,0.1023673103783393,156,-1.778136962575692
h1,const_velocity,20,0.12882124488760308,156,-2.5078065513491916
h1,const_velocity,30,0.17585901467580387,153,-3.6312807793375894
h1,const_velocity,40,0.21969868349240995,130,-5.260224849316227
h1,const_velocity,50,0.2887545854866132,108,-6.362173339666489
h1,const_velocity,75,0.4699135357492978,62,-10.728543260394861
h1,const_velocity,100,0.7603625138748338,26,-14.076184966685098
h1,linear_recent,1,0.0537080537613848,156,-0.894621401619623
h1,linear_recent,3,0.05528903463732545,156,-0.5469553840534807
h1,linear_recent,5,0.05250273668623234,156,-0.12387022456031271
h1,linear_recent,10,0.06569824783762514,156,-0.4246827768198562
h1,linear_recent,15,0.07216334062139418,156,-0.3805887384332691
h1,linear_recent,20,0.08054789486555783,156,-0.3714154584797551
h1,linear_recent,30,0.1016084821822693,153,-0.5460793106069621
h1,linear_recent,40,0.11680912217042078,130,-0.7696547392243502
h1,linear_recent,50,0.1591518282615112,108,-1.2365134956617272
h1,linear_recent,75,0.23629783169821633,62,-1.9657028680304522
h1,linear_recent,100,0.35219995858755304,26,-2.2346601820481395
h1,quadratic_recent,1,0.057143030088288145,156,-1.14471772136508
h1,quadratic_recent,3,0.06795721878557402,156,-1.3370659469989121
h1,quadratic_recent,5,0.0891038488591056,156,-2.237018714203379
h1,quadratic_recent,10,0.13586511115526945,156,-5.092934321069693
h1,quadratic_recent,15,0.19871757296324039,156,-9.468961818578679
h1,quadratic_recent,20,0.2670129361219089,156,-14.070416539058595
h1,quadratic_recent,30,0.43811153958521326,153,-27.743604290900205
h1,quadratic_recent,40,0.6740763588244197,130,-57.93227609296622
h1,quadratic_recent,50,1.0122959432769796,108,-89.48222095140278
h1,quadratic_recent,75,2.0610201044333483,62,-224.6174157758815
h1,quadratic_recent,100,3.8237175026099184,26,-380.26036502016353
h1,ar2,1,0.0420354003060377,156,-0.16057706529953086
h1,ar2,3,0.055533837428839425,156,-0.5606845938335654
h1,ar2,5,0.048033539560115135,156,0.059320967482184406
h1,ar2,10,0.05882715894494724,156,-0.14226363043510948
h1,ar2,15,0.06347245545743418,156,-0.06807479465165356
h1,ar2,20,0.062264014576928,156,0.18052654592991613
h1,ar2,30,0.07260848768273204,153,0.21051001892656762
h1,ar2,40,0.08585382590228549,130,0.04400784175002437
h1,ar2,50,0.10744696238373216,108,-0.019381020850714803
h1,ar2,75,0.1404531933631518,62,-0.047783125370218116
h1,ar2,100,0.19231890850326688,26,0.03551820983439413
