horizon,r2_manifold,r2_var,nrmse_manifold,nrmse_var,n_engines
36,0.7392214299581363,0.7899806736648949,0.33267087721879646,0.29854408028088547,20
37,0.712333223123,0.7639528116366011,0.34964058526223696,0.3167206650845384,20
38,0.6968222163400715,0.7536535114357716,0.36162190783183434,0.32597120228748394,20
39,0.6789478165125562,0.7184751392238851,0.3673369175053708,0.3439815424089207,20
40,0.6777472919809613,0.709210910496143,0.37056377873424867,0.352008971557809,20
41,0.6655524435189522,0.6969345061987607,0.3765465471393549,0.3584453094999159,20
42,0.6476987953728445,0.6819789970762826,0.38317926942031905,0.3640598974291847,20
43,0.6246458325975633,0.6765194934463582,0.39873478533894524,0.3701583589499767,20
44,0.605542948097365,0.6625365883142943,0.40596956887365165,0.3754974262517646,20
45,0.5454329623342553,0.6150020440342883,0.4286492490748974,0.3944866485190668,20
46,0.5508951198603478,0.6236024146599874,0.4336484243540652,0.3969970685621428,20
47,0.5381140497552546,0.6335804279094551,0.44605570379371706,0.3972931276801899,20
48,0.5223973020426617,0.6170753051506446,0.45128687325685274,0.4040880459350779,20
49,0.4829991003106955,0.5809674577859958,0.46604484180482453,0.41957145319468825,20
50,0.4858418297455057,0.5765676225647705,0.4672906479698512,0.42406336014000645,20
51,0.47142441448143846,0.5445025273015377,0.4788954047899945,0.44455971552769397,20
52,0.479809928703933,0.5297268400073512,0.47880827771180723,0.4552560406615108,20
53,0.455558802695358,0.5121000115635803,0.48803190076518155,0.46199590360768344,20
54,0.43305481393713874,0.5032266620135181,0.495998753157038,0.4642898486639462,20
55,0.4235415834654045,0.4851784997445546,0.502973140085209,0.47532333879516586,20
56,0.39446761249443507,0.4736663205499959,0.519225031561023,0.48408041634988863,20
57,0.35946051607413376,0.4692976096053788,0.5381332081688384,0.48982659607565116,20
58,0.3347631540564848,0.4500214811398172,0.5531655199843156,0.502967377278339,20
59,0.3026921151813139,0.41059219791973267,0.5685897464639297,0.5227507635622112,20
60,0.28708007229806065,0.39008233206646903,0.5831173076620478,0.5393505946192535,20
61,0.25623064195080125,0.38335066159267117,0.6079318298437597,0.5535474779747218,20
62,0.2275605209768119,0.3690584973650288,0.6195242063641193,0.5599130589825564,20
63,0.22196770085578643,0.3512851411928941,0.6344317747422634,0.5793126813205091,20
64,0.21429842595754056,0.344465284877588,0.6464002681120005,0.5904329202678646,20
65,0.17103484866540808,0.3196228546019533,0.6695892922385135,0.6066179003541659,20
66,0.1500445697368381,0.2916169868008909,0.6821232568793787,0.6227286541320332,20
67,0.1029072622860232,0.26371892920463846,0.7064712515745528,0.6400260355624736,20
68,0.07153864270304633,0.25961946902988153,0.7267311896157514,0.6489621652457144,20
69,0.04800464480536337,0.2521852883845229,0.740847672325972,0.6566115356224974,20
70,0.02276992950885004,0.24126806828246272,0.7663725954510262,0.6752828751943858,20
71,-0.014118020356126859,0.2335188313774894,0.7950183949851634,0.691168078434702,20
72,-0.04397377923452739,0.22714052445597566,0.8139172729062715,0.7003025982135388,20
73,-0.08064514898343988,0.20678188575850975,0.8365684423664533,0.7167310765595812,20
74,-0.11936819153118217,0.2028901569605026,0.8590645671757982,0.724933904452786,20
75,-0.16260185484759537,0.19272887136984607,0.8865251349193527,0.7387291863586906,20
76,-0.20140581256648415,0.16245819415779028,0.9147275286875758,0.7637480808852688,20
77,-0.2563191114191341,0.13442242042252373,0.9427049215850988,0.782489990016886,20
78,-0.3306192770394214,0.09350465881606507,0.977347984479859,0.8066870858866199,20
79,-0.41538073356484806,0.05957936588262702,1.0097518265459762,0.8230743779048969,20
80,-0.4698803983820712,0.0005770295927517433,1.0421377033279056,0.8593276236577502,20
81,-0.6812570537523746,-0.24685845212200097,1.0414232301243274,0.8968478636416936,19
82,-0.731787953980487,-0.28462110982104427,1.065545698430087,0.9177243397618227,19
83,-0.7672323691693312,-0.2748002909994556,1.093506135077542,0.9287428260675665,19
84,-0.8500738672642938,-0.3221384903604867,1.1309797942919144,0.9560900225027118,19
85,-0.8129930332893853,-0.28812495933881,1.1554832542828717,0.9739677706500899,19
86,-0.8528601652445194,-0.3243657868325849,1.1791998377587796,0.9969423953533034,19
87,-0.9197134381542111,-0.35745615844902656,1.22466109012171,1.0298183432138375,19
88,-0.9537500495279994,-0.38132148179629777,1.2547422224633382,1.0550362802955522,19
89,-1.0017430251275048,-0.4004947207459144,1.290357983311211,1.079311461969523,19
90,-1.0119658172107973,-0.4068792440931941,1.3034999989995535,1.0900066498300407,19
91,-1.0386797746252143,-0.4228302736678158,1.3262880891757398,1.1080003837387578,19
92,-1.08505419497446,-0.4448556941947661,1.3496568641720403,1.1235099704807143,19
93,-1.0114276374619346,-0.46822462654955155,1.3301639294151855,1.136447067357265,18
94,-1.0876277740405023,-0.5366759137125348,1.3508488021383185,1.1589677493123063,18
95,-1.0216903048627604,-0.5763380238807478,1.2818799756902688,1.131917371409185,16
96,-1.060268545039134,-0.6168152891412055,1.3008277357339912,1.152359737194495,16
97,-1.100566033840702,-0.6107937698901937,1.3301990533506352,1.1648457935202692,16
98,-1.1611675489663131,-0.8526523917777231,1.2872437078506143,1.1918278497562766,15
99,-1.1987804413548115,-0.8818747062356551,1.308558043970066,1.210590917945735,15
100,-1.0038352254928071,-0.8838741655392424,1.204847209340434,1.1682261351907979,14
101,-1.308151524668546,-1.3933518799377054,1.2015990133553969,1.2235752471038879,13
102,-1.3517723967953303,-1.3461841328140451,1.2374236588796843,1.2359526060617532,13
103,-1.3720182843588322,-1.3257583353496885,1.2597135190178386,1.2473693457503972,13
104,-1.454725113929566,-1.4138301651756864,1.2801675803800294,1.2694591987609618,13
105,-1.4675297891743972,-1.4160735555616202,1.3074887727646725,1.2937841969239365,13
106,-1.5158136384568222,-1.458298144410362,1.345908359952651,1.3304346090200774,13
107,-1.5703935822331494,-1.4927595510944367,1.3820427331687146,1.361011679571776,13
108,-1.6053305828512348,-1.5137474353828346,1.4160436037555815,1.3909324146535689,13
109,-1.6556054291371693,-1.534203679310815,1.446229971788753,1.4127858687852468,13
110,-1.683407073887913,-1.6114770049046347,1.4676953612314794,1.4478905862969864,13
111,-1.7385680733889797,-1.6674068286912553,1.4924450617579095,1.4729269627986081,13
112,-1.913813757616858,-1.9132918174242048,1.5147554800779386,1.5146198078557511,13
113,-2.0589079407252995,-1.9031669663649562,1.5132909137645318,1.4742638885555797,12
114,-2.0615899608449824,-1.9244913521419527,1.5378457505583671,1.5030188769764714,12
115,-1.805383248541145,-2.1340694260519615,1.466090358091422,1.5495976326847356,11
116,-2.0151882210943413,-2.4238481121227298,1.3852505505711143,1.4761427664676952,10
117,-2.7252213240176815,-3.7317415342096485,1.3486171491654526,1.5199284516234937,9
118,-2.7831025907485514,-3.9130098092644205,1.3678721041891935,1.5588174151070733,9
119,-2.7412639051050958,-3.91529941652637,1.3920496502795543,1.5955871960435513,9
120,-2.7321750545240495,-3.880257776818964,1.4188922354772404,1.6225189969586737,9
121,-2.704347119558918,-3.9028915935432966,1.442424338599969,1.6594468583148574,9
122,-2.7420244588601497,-3.9149796552829415,1.4723184105469374,1.6873660004962985,9
123,-2.7214006392602546,-3.85529067800129,1.5037028658270328,1.7175778517847133,9
124,-2.8214267834315034,-3.959891352844476,1.541128331911972,1.755747726062141,9
125,-4.173825842426127,-5.473176360999741,1.5298782957667447,1.7112351810766337,8
126,-4.239643691745632,-5.5195631323862,1.565918161944835,1.7467366444985302,8
127,-4.386511399110023,-5.592592983320025,1.6086595615077064,1.779665924295489,8
128,-4.50895990347808,-5.769948673698008,1.6502733377982277,1.8294214441814265,8
129,-4.571364272915603,-5.6650678721657295,1.7009999458897698,1.8604834474816236,8
130,-4.558032902056766,-5.626276480803076,1.748023996854338,1.9086294033767655,8
131,-4.611513240340265,-5.725082273204736,1.7774228604908926,1.9458061266076436,8
132,-4.673547916227219,-5.861159660473907,1.8003310642610735,1.979811189352075,8
133,-4.728531970895482,-5.890587698536297,1.8291709388324142,2.0061377696798197,8
134,-4.820592186166476,-5.934727384140148,1.8698278770399939,2.040951764554193,8
135,-4.932687168607523,-6.162031838152128,1.892206359962622,2.0790306754236867,8
136,-5.056651643701439,-6.179752041460856,1.9463379620687964,2.119125505269915,8
137,-5.1511026558492405,-6.275599272687332,1.964226263382108,2.1362368952255806,8
138,-5.358535978289762,-6.435178672658337,2.001866305077053,2.164722383841059,8
139,-5.381484724028588,-6.036445992155705,2.1104706226892893,2.21612944224006,7
140,-5.59143780826687,-6.1694371422448135,2.1605470566228373,2.253285287276574,7
141,-5.934160697326143,-6.684510197868371,2.1108342395288817,2.222108572349391,6
142,-5.874201058305653,-6.734081540098744,2.1435674696870173,2.2736856234805156,6
143,-6.193512052682756,-7.163437843724994,2.165155756274068,2.306509253749469,6
