dataset,k,recon_mean_r2,manifold_nrmse_max,man_freerun_norm,bounded,kappa,mono_viol_frac,rul_rmse,rul_r2,rul_nasa,base_rmse
FD001,2,0.9686372279695659,2.1709424090927913,5.540304233922498,True,0.0013526976108551025,0.3511111111111111,14.507281845583346,0.8781255825296871,383.71683849377627,43.06703554245684
FD002,2,0.9090785761518648,2.9503563306763607,4.300311264106427,True,0.0010292530059814453,0.4328809918969052,27.751385478721406,0.7337146834249295,8939.098467127984,54.0829823871006
FD002,4,0.9259919679043579,3.0966402654878435,8.781820288543207,False,2.7567148208618164e-05,0.4346382895636044,29.412780684684595,0.7008768341406958,12317.365373380613,54.0829823871006
FD003,2,0.9810411821177992,1.9142472992607387,5.782383282308667,True,0.0005396455526351929,0.33724402730375425,17.714512113911436,0.8168741952988758,842.0214708196198,45.06954844096662
FD004,2,0.9565719145509338,1.8496337596493406,3.010452998910137,True,0.0009984895586967468,0.3913481730365393,27.37064602083299,0.7480014905108463,6094.26040033306,54.90195429215725
FD004,3,0.9635078471555879,2.006371627926493,4.499357606016331,True,0.0012183859944343567,0.3798404031919362,30.470834667707376,0.6876823146118412,8552.053798799077,54.90195429215725
