k,recon_r2,recon_r2_min
1,0.6007928791984971,0.0063898453685331535
2,0.82844168782035,0.022869454781681675
3,0.8263660156632691,0.022538976898840435
4,0.8279654379691346,0.04413289361026196
5,0.8292279096895128,0.02468388839995539
6,0.8563228359604307,0.22097953604181597
