k,recon_r2,recon_r2_min
1,0.5173026415733709,0.17573282808226753
2,0.8745231680223209,0.5852780075240115
3,0.8487582228539352,0.5271461915211497
4,0.9143599701792351,0.8198051300064324
5,0.9172480957533122,0.8296474934815261
6,0.9118660225188249,0.6762442500525028
