dataset,variant,manifold_nrmse_max,man_freerun_norm,man_freerun_growth,kappa,mono_viol_frac,latent_step_std,cv_skill_k20,rho_var
FD001,full,2.1709424090927913,5.540304233922498,1.3821703194603066,0.0013526976108551025,0.3511111111111111,0.001544044935144484,0.757631738962239,1.0196691762747014
FD001,no_mono,2.179113183008813,5.370788285569622,1.3248905366221337,0.00272175669670105,0.3350617283950617,0.0035973056219518185,0.7573568456569592,1.0196691762747014
FD001,no_smooth,2.0763181907432964,4.951424625375653,1.215427572390189,0.0007483102381229401,0.3358024691358025,0.0011510263429954648,0.7697684485252504,1.0196691762747014
FD001,no_mono_smooth,2.191962098920143,6.685362886379977,1.643824444951913,0.0034142732620239258,0.3567901234567901,0.003878688672557473,0.7331712706214277,1.0196691762747014
FD002,full,2.9976491432218713,4.992669949313977,3.011057321845463,0.001574680209159851,0.41316020697061406,0.002069319598376751,0.5886270990530755,1.0162511382366493
FD002,no_mono,3.145888310243598,7.340955363422867,4.440317712835978,0.007474958896636963,0.39099873084057407,0.009012091904878616,0.6493900916425444,1.0162511382366493
FD002,no_smooth,2.99815898530997,4.678968561620684,2.863719886334643,0.0012974590063095093,0.448891926193498,0.0020731522236019373,0.33464090632198995,1.0162511382366493
FD002,no_mono_smooth,2.8873461895602976,3.102703689074627,1.8640440242840972,0.007726490497589111,0.40232353802596893,0.011217883788049221,0.5642976121891219,1.0162511382366493
