dataset,gamma,dyn_skill_h10_mean,dyn_skill_h10_std,dyn_skill_h25_mean,dyn_skill_h25_std,dyn_skill_h50_mean,dyn_skill_h50_std,final_loss_mean,final_loss_std
FD001,0.02,0.41132891178131104,0.08988250296126768,0.5946735143661499,0.07718017139386768,0.6346879402796427,0.11720746007183525,0.00011161915608681738,3.954534683369304e-05
FD001,0.05,0.24345036347707114,0.3777571284634309,0.40194018681844074,0.5572358863148261,0.4701973994572957,0.5190176526412354,0.00011534494357571627,3.4503338985826895e-05
FD001,0.1,0.43439892927805585,0.11871242604843851,0.6283230582873026,0.1979012315986313,0.6420633792877197,0.21222983970505874,0.0001140894116057704,3.701102662838884e-05
FD001,0.25,-8.992448151111603,7.88562184696105,-1.2763098279635112,1.4394470572146947,0.06336957216262817,0.37872722319635793,0.000235855938323463,8.263109166286252e-05
FD002,0.02,0.2892705003420512,0.1466541705256076,0.6207975546518961,0.08836117604320412,0.6128276983896891,0.09894852484880892,0.0018301939902206261,0.0006480971999450642
FD002,0.05,0.3255522847175598,0.11737332314427223,0.6689887245496114,0.053796263992484564,0.680891215801239,0.058910924001251454,0.0019381094413499038,0.0005411243258071353
FD002,0.1,0.3255203366279602,0.20869797769803017,0.659344216187795,0.08551529889991966,0.6834998925526937,0.08600814316941269,0.0019454700329030554,0.000532701780804196
FD002,0.25,-5.393399953842163,2.7959959113674797,-0.533574382464091,0.08469059036964985,0.19186302026112875,0.1929488981452175,0.002400843737026056,0.0002575910563611601
