dataset,regime_count,recon_mean_r2_mean,recon_mean_r2_std,recon_min_r2_mean,recon_min_r2_std,kappa_mean,kappa_std,mono_viol_frac_mean,mono_viol_frac_std,freerun_growth_mean,freerun_growth_std,cv_skill_k20_mean,cv_skill_k20_std,rul_rmse_mean,rul_rmse_std,rul_r2_mean,rul_r2_std,bounded_mean
FD001,1,0.9687462459764191,2.560304841378892e-05,0.9135151987252694,0.0015850681374913044,0.0006184329589207967,0.00011186022279011576,0.3613991769547325,0.022119561679448386,1.1618374017916302,0.1762413016426981,0.7505297661685809,0.018478892651458682,14.469307537127932,0.5409470771279313,0.8786498163512234,0.009116892668841078,1.0
FD001,2,0.9667774209229097,0.001858777028980711,0.9134181159862985,0.0023215990970828003,0.0006513061622778574,0.00010342481197200758,0.35358024691358025,0.023429483781286817,1.1567960157043549,0.20246439241873085,0.7536603954787712,0.021748442920930224,14.212305630314217,0.5013710763203183,0.8829342914483864,0.008336499373935186,1.0
FD001,3,0.9686802549083433,0.0006440591999284707,0.9163542843225098,0.0017029239925608725,0.0006387531757354736,0.0001345022764257416,0.35440329218107,0.02010539723350384,1.253192065157066,0.2031854623249561,0.7512469798536582,0.01786173059426516,14.26483242603178,0.4985234033401367,0.8820691916371568,0.008307085350857071,1.0
FD001,6,0.9693677365897756,2.557987048937168e-05,0.9191995925118485,0.0013178233125435747,0.0006356015801429749,0.0001360638857114557,0.35514403292181074,0.020811656151140133,1.4343615718570593,0.16617107895209227,0.7541315984870786,0.017381036989379612,14.140700902294562,0.5654808967397899,0.8840835456802649,0.009359024448514911,1.0
FD002,1,0.9858316950042972,0.006403072119342828,0.9466143509124051,0.004748503782184856,0.00038876136144002277,0.00031630551531010266,0.41696768524846234,0.006789158899038819,1.829267539011098,0.38178015815319566,-0.29419267271031874,0.2630155129238052,44.64201112055181,1.2718310776607122,0.31055390428849616,0.038940085752569784,1.0
FD002,2,0.9620182335184411,0.021645608250208757,0.8300108275918817,0.10098761777207085,0.00029764572779337567,0.00042542721712897114,0.39845097464935403,0.012689466299024958,3.3946340999995317,3.9210783842385806,-13.672941851161154,22.43795685972702,40.26839092751226,2.375310385806828,0.438030594429262,0.06503276982437156,0.6666666666666666
FD002,3,0.901432571814014,0.02716529673321472,0.7277303542416705,0.12222565666215192,0.001909087101618449,0.00014933860286671518,0.4177812489830453,0.005075072916994887,12.687892713077543,2.2836330986798794,-0.8584857888704681,0.4667395990326254,32.000024090316295,0.8757706313422515,0.6457618813870982,0.01949423478083521,0.0
FD002,6,0.9142383650814715,0.0015038894304823971,0.8445453969738655,0.0005624643548592707,0.0015269418557484944,5.491943258298517e-05,0.3943831559764392,0.010266387812390481,2.0391740695753726,0.49177512370984444,0.6516930234269132,0.030521247778580247,27.08235245717225,0.2588262330993852,0.7463837394654794,0.004841907946023805,1.0
