dataset,lambda_smooth,lambda_mono_mean,lambda_mono_std,recon_mean_r2_mean,recon_mean_r2_std,recon_min_r2_mean,recon_min_r2_std,kappa_mean,kappa_std,mono_viol_frac_mean,mono_viol_frac_std,freerun_growth_mean,freerun_growth_std,cv_skill_k20_mean,cv_skill_k20_std,rul_rmse_mean,rul_rmse_std,rul_r2_mean,rul_r2_std,bounded_mean
FD001,0.0,5.0,0.0,0.9678263497398559,0.0016326287718385457,0.9130289528312732,0.00044432861048703697,0.0006156750023365021,0.00011598501315209638,0.35884773662551445,0.021341009897605095,1.1636823276198864,0.20000725870751002,0.7516120932848747,0.0208273402710217,14.164176861545322,0.5019698124534812,0.8837249271011088,0.008311729338680835,1.0
FD001,0.5,5.0,0.0,0.9687166615381502,5.2721630223868926e-05,0.9136177612403472,0.001463606450091164,0.0006069429218769073,0.00010810939820029525,0.36000000000000004,0.022313939671721385,1.1534175129720616,0.18821607196603116,0.751794478260004,0.02101620030360835,14.224085697199824,0.6875463520398863,0.8826548567542369,0.011321587842347379,1.0
FD001,2.0,5.0,0.0,0.9687462459764191,2.560304841378892e-05,0.9135151987252694,0.0015850681374913044,0.0006184329589207967,0.00011186022279011576,0.3613991769547325,0.022119561679448386,1.1618374017916302,0.1762413016426981,0.7505297661685809,0.018478892651458682,14.469307537127932,0.5409470771279313,0.8786498163512234,0.009116892668841078,1.0
FD001,5.0,5.0,0.0,0.9687509954491352,7.767510127874206e-06,0.9135725129134601,0.0014910618081849614,0.0006395677725474039,0.00015676410696319966,0.35917695473251027,0.022576508250566302,1.1736707259004482,0.16526507824277356,0.7543219082971208,0.021251171770494747,14.218283251130181,0.5296618012121238,0.8828246172389171,0.00871945344815217,1.0
FD002,0.0,5.0,0.0,0.9146169973685748,0.0013697894222603024,0.8441443074591084,0.001012615827672685,0.0015732745329538982,6.418496174672182e-05,0.3960102834456051,0.014212900231558773,1.9475952048285885,0.8770112762311912,0.648030056289738,0.046188616923521435,27.103812057507756,0.04040791609579107,0.7459967478088277,0.0007575565152308736,1.0
FD002,0.5,5.0,0.0,0.9058560317250027,0.014113428361790714,0.8361868080144191,0.013518566915362396,0.0014932453632354736,6.214078660662249e-05,0.3957824855999219,0.01161769012984476,1.6587780087382462,0.7314854107754736,0.6489173663985066,0.04652868823762236,27.15984544155226,0.031414538841951334,0.7449455794414632,0.0005898902839569483,1.0
FD002,2.0,5.0,0.0,0.9142383650814715,0.0015038894304823971,0.8445453969738655,0.0005624643548592707,0.0015269418557484944,5.491943258298517e-05,0.3943831559764392,0.010266387812390481,2.0391740695753726,0.49177512370984444,0.6516930234269132,0.030521247778580247,27.08235245717225,0.2588262330993852,0.7463837394654794,0.004841907946023805,1.0
FD002,5.0,5.0,0.0,0.9151368265986347,0.0017071448374538101,0.8448766628566854,0.0003309699257472086,0.0015139182408650715,8.788242177801858e-05,0.3933092518467897,0.009961050573891623,1.5762242750533055,0.48688869693724174,0.6539191785619777,0.029327745456805596,27.01873036354296,0.038781910401694236,0.7475889576094569,0.0007243391331404835,1.0
