horizon,r2_manifold,r2_var,nrmse_manifold,nrmse_var,n_engines
1,0.9432917821229905,0.9760948399514395,0.12410484776957534,0.0805770891447461,20
2,0.9423343141466871,0.9589346481371162,0.1237932106862035,0.10446621752625807,20
3,0.9404362832168713,0.9571393373632433,0.12866576489785014,0.10914442361199794,20
4,0.9405441179568437,0.9503795800201015,0.1285009775028297,0.11739219848764865,20
5,0.9384661951561422,0.9502753965697325,0.1327700331577625,0.11935176419201024,20
6,0.9291821162420149,0.9384553554584047,0.14235561092326102,0.13270835045705262,20
7,0.9264340280877769,0.9319289612769419,0.14559138012457748,0.14004846828329903,20
8,0.9158207823090737,0.9270454522459719,0.15528683781279787,0.14456341148831303,20
9,0.9143935241879014,0.9178244345869769,0.1555861415764805,0.15243649411343935,20
10,0.9123178708181986,0.9101770909563264,0.1570676090260693,0.1589734675392421,20
11,0.9240433723406167,0.9149497804785359,0.14499496419392943,0.1534291225028259,20
12,0.9117485252326658,0.9019053108125747,0.1569553269219429,0.1654770697224754,20
13,0.9000787635419898,0.8897034585218736,0.16831564915408034,0.1768383866213676,20
14,0.9086980645493709,0.8939731141044998,0.1616158335595696,0.17416140416314183,20
15,0.9016811967017169,0.8849876876232068,0.1677124806374958,0.18139247157215138,20
16,0.9032554125796521,0.8879591827765099,0.16849337077036125,0.18132496993170266,20
17,0.9167526303843573,0.8906018154838102,0.15584861920770485,0.17865811863781528,20
18,0.8972378429453718,0.8729694990300769,0.17076657607535364,0.18986297002043814,20
19,0.8865220315816859,0.8594006949561274,0.1806371054618787,0.2010679159233539,20
20,0.8935873308877185,0.8634045951331389,0.1755484867087327,0.1988925274350245,20
21,0.891338437701764,0.8583704214777695,0.17867789309958282,0.2039904479877786,20
22,0.8956156306202754,0.856301241733973,0.1775201520397803,0.20828425102025827,20
23,0.896817482607229,0.8615478161621564,0.17749380836106016,0.20560328694191402,20
24,0.8948384571864101,0.8583502603270707,0.1769630731320194,0.20538185283639973,20
25,0.8846331692977022,0.8503621837375721,0.18733337061109942,0.21335132634026838,20
26,0.8786983419447705,0.8353568287679844,0.19078841745257688,0.22227493827309977,20
27,0.8642603029940104,0.8193036297256536,0.20076015329387545,0.23163212706717268,20
28,0.8757108945817219,0.8321433843394551,0.19644218141557443,0.22829029451219773,20
29,0.8571555735296819,0.8136782371991621,0.20752511860302966,0.23701226090264382,20
30,0.8534806920962347,0.8163454710751098,0.21224644341758583,0.2376259212258615,20
31,0.8463367017899581,0.796042213939489,0.2128946563010981,0.24527304905785985,20
32,0.8428859024505501,0.7997886352269908,0.22093867211303453,0.24940693478820541,20
33,0.8443053937936175,0.7960125318325323,0.2221153299503719,0.2542397740219165,20
34,0.8383967858217468,0.794007557195193,0.2279822176280441,0.257395897447312,20
35,0.8348145762233851,0.7902517651417706,0.23249996593522854,0.26199088988947705,20
36,0.8260019346095561,0.7841314502608666,0.24107071533238184,0.26851399967798534,20
37,0.8179528667860424,0.7685374410313329,0.24575803507751265,0.27711253994741647,20
38,0.8105021211767762,0.7566614846242474,0.25367870513871166,0.28746651419998137,20
39,0.8078195585392707,0.7465693954315307,0.2596988936108947,0.29822567888271995,20
40,0.8115793457106042,0.7435463640243041,0.25719791711162515,0.3000596675971388,20
41,0.8040683820252971,0.7347230681260246,0.2621958972635151,0.30508676810825436,20
42,0.7999881656532174,0.723961753043932,0.2671950322813512,0.31389555321007206,20
43,0.7845309088901539,0.7065668516303605,0.2769672927708666,0.32321431173919346,20
44,0.7769826036178911,0.7010865933346833,0.28517993608482495,0.33015835632001767,20
45,0.7681788832531979,0.6888798579495985,0.28983219252715725,0.33576404605120785,20
46,0.7732884469334799,0.6858026217225893,0.2900754926686346,0.34148803453005383,20
47,0.7622710267781698,0.6692286417373107,0.2976232291393041,0.351066763398542,20
48,0.7520783268286337,0.651307452732174,0.30305910108064515,0.35941104249690486,20
49,0.7522408191176395,0.6503360896754862,0.30725097012381886,0.36500918204817223,20
50,0.7257108097291189,0.6161551456951366,0.3218484575150786,0.38073688058200805,20
51,0.7182446028696567,0.5980256010513517,0.32795518794932577,0.39172165503804235,20
52,0.7018571869695448,0.5720837777445807,0.33733067746585943,0.40413181520506597,20
53,0.6874042025695157,0.5529488599944654,0.34705910427806613,0.4150404998238741,20
54,0.6816659412947003,0.5450407738202432,0.3555519151524081,0.4250575232565343,20
55,0.6756114961071005,0.5294694789684125,0.3609700557836381,0.4347427506270975,20
56,0.6707641482983242,0.5164346658390824,0.36607949469595497,0.44365912934734164,20
57,0.6437709560195739,0.49858806136529943,0.38297946284311046,0.4543684400931655,20
58,0.6394365065924645,0.48035365756171944,0.3888929754098241,0.4668669808178109,20
59,0.6148726311382238,0.4548385267163517,0.4050043889834144,0.4818591571016811,20
60,0.569163436912576,0.5035152910658078,0.4535095627016838,0.486836477389225,20
61,0.5591014915590306,0.49630399108390155,0.4625670291628777,0.49441269543317,20
62,0.5615603617903038,0.49513319838706715,0.47199720379208776,0.5064923933265466,20
63,0.5627517429361746,0.5006237257673583,0.47915831211269205,0.5120695309557574,20
64,0.5525266568608221,0.48416563696753556,0.48866488486888027,0.5246657115054331,20
65,0.544546492580219,0.47195905662784354,0.5000540973581754,0.5384293976354104,20
66,0.5131832131574174,0.4201284363717086,0.5147440409153432,0.561790590333517,20
67,0.4966180208168005,0.39865107584729165,0.5263591401585485,0.5753029566315186,20
68,0.4965197057400096,0.407951529670875,0.5372581649420933,0.5825999156086066,20
69,0.47305751384486083,0.3691623647867115,0.5487351765550171,0.600399042402621,20
70,0.46551758769473117,0.35073960550806293,0.5597321391839344,0.6169116767406336,20
71,0.4637727013501942,0.3472740869505455,0.5682463894540015,0.6269424148595667,20
72,0.46415932551158934,0.33334432045416795,0.5779749322898703,0.6446766731166461,20
73,0.4304469194739148,0.3004115465414261,0.595743562046696,0.6602578474596775,20
74,0.3928690188594999,0.306009491837931,0.6321899313007854,0.6759010832727589,20
75,0.3958846909725485,0.25198801046517905,0.6245696034248917,0.6949846346940951,20
76,0.37195926264610235,0.2942053762345396,0.6632821016768419,0.7031428157513308,20
77,0.36285529347722423,0.2735416904510999,0.676823571833599,0.7227062054773942,20
