dataset,n_regimes,recon_mean_r2,rul_rmse,rul_r2,rul_nasa,base_rmse,freerun_growth,bounded
FD001,1,0.9361374906731524,39.58291277802261,0.09268946306510562,126364.59512303895,44.06636695390334,1.7207802980144835,True
FD002,6,0.9029592876932515,32.48530090548911,0.6351186490610341,36991.349177613185,54.52613438073395,3.9152688838125504,True
FD003,1,0.9544152903228535,27.30479512430339,0.5649201208147221,9515.829289587105,43.9826955534216,2.051473830634461,True
FD004,6,0.9420648676392142,36.992303444555525,0.5396897711485429,174780.78381684213,54.644469922450995,1.7424366355199377,True
