model,skill_h1,skill_h8,skill_h24,skill_h48,skill_h24_std,nrmse_h1,nrmse_h48,freerun_growth,bounded,lat_max_norm,sat_frac,n_params,train_s
persistence,0.0,0.0,0.0,0.0,0.0,0.43734896183013916,1.3123998641967773,1.0,True,,,0,0.0
cv,-0.37280789763778954,-0.7205544376176849,-2.764160184842426,-1.4981481903937075,0.0,0.5124281452265175,2.0743176327064647,9.517462597164277,False,1.4142135623730951,0.635,0,0.0
ar1,-0.38871758324586736,-0.7677761578882567,0.5801345923156518,0.24729423109992144,0.0,0.515388896775736,1.1386199339049723,0.8173755140324065,True,0.7538072466850281,0.0,0,0.0
var_sensor,0.01686614751815796,-0.47582101821899414,0.6124799251556396,0.42453157901763916,0.0,0.4336450695991516,0.9955817461013794,0.013834596611559391,True,,,0,0.0
mlp_noctx,-0.4578886330946552,-1.1200969314153728,0.5890476797182118,0.2726406197204721,0.010350030124754711,0.5280644407680172,1.1192824935281067,1.2586493004474937,True,0.7528484463691711,0.0,4482,35.65
mlp_ctx,-0.2746123950933,-1.3025780546901926,0.6159550377247333,0.39436162167876637,0.009949085757650687,0.49375704115626434,1.0212779572025243,1.3725498870805588,True,0.7782461643218994,0.0,4866,37.64
mlp_ctx_noproj,-0.2743907111465407,-1.3006073444836619,0.6153813754126418,0.3952902912832313,0.006486954803890104,0.49371479958677816,1.0205156346452033,1.3893631371148167,True,0.7768961191177368,0.0,4866,26.41
mlp_ctx_onestep,-0.08694812996948705,-0.7015738157500269,0.5717941860252714,0.435340497912978,0.028418911961895735,0.45593266589688347,0.9861328615994753,1.428090159718842,True,0.796040415763855,0.0,4866,15.34
sensor_mlp_ctx,0.15817799170811972,-0.7173654635747274,0.6140992244084676,0.5647193988164266,0.03677748565765237,0.40127114454905194,0.8633953134218851,0.881969690322876,True,,,6027,32.18
