model,rho,recon_mean_r2,recon_min_r2,freerun_growth,bounded,kappa,mono_viol,rul_rmse,rul_r2,base_rmse
manifold_bounded,,-0.272180834672672,-2.2360645331115294,0.9937527009752314,True,0.0010800063610076904,0.51105216622458,46.98101286016956,-0.25995013603823747,45.27693492470629
ae_unbounded,,0.060350182585119386,-1.3573035674509377,2.182952259579737,True,0.001654200255870819,0.5455349248452697,,,
var_sensor,1.002957168325434,,,1.3376509784109254,True,,,,,
