k,recon_mean_r2,recon_min_r2,freerun_growth,freerun_bounded,kappa,rul_rmse,rul_r2
1,0.43588079025194915,-1.2495741268987932,3.3517204308154827,True,0.0018816888332366943,24.627497070488484,0.5864679918475554
2,0.8273275159657995,0.1456281630577272,3.3820832408490986,True,0.001275092363357544,16.627754160156254,0.8114894033564135
3,0.8360665206896664,0.36869741602227823,1.9239432999535093,True,0.00183907151222229,21.76110785706617,0.677127853295318
4,0.8414143398573175,-0.009529455989417457,1.8462102580844078,True,0.0016961917281150818,11.510853256803143,0.909659266341144
5,0.7831885759279373,0.05877812628117485,1.204972999004765,True,0.0013422071933746338,15.167179133816086,0.8431522798564095
6,0.8507906625215795,0.20544402269993556,2.070555346803888,True,0.0002866983413696289,16.019743699991743,0.8250235080363011
