model,rho,recon_mean_r2,recon_min_r2,freerun_growth,bounded,kappa,mono_viol,rul_rmse,rul_r2,base_rmse
manifold_bounded,,-0.6628827923695868,-4.684317711443825,2.030426320154377,True,0.001653432846069336,0.497707079392376,34.54612774357223,-1.2938659498112237,22.810124344076126
ae_unbounded,,0.3515113537308268,-0.4594731129815788,3.083225407664272,True,0.005827069282531738,0.4919747778733161,,,
var_sensor,1.016365035663772,,,181.2894065543364,False,,,,,
