k,recon_mean_r2,recon_min_r2,freerun_growth,freerun_bounded,kappa,rul_rmse,rul_r2
1,-0.4955286765912149,-3.12921817376773,1.0211665923414155,True,0.0009363293647766113,43.386058028385754,-0.07450636487455875
2,-0.272180834672672,-2.2360645331115294,0.9937527009752314,True,0.0010800063610076904,46.98101286016956,-0.25995013603823747
3,0.23854531755670383,-2.5724101869898814,1.3936993380466471,True,0.0005977451801300049,46.97323901520809,-0.2595332081743915
4,0.7958054721060247,0.6807978924660139,2.0704189600195404,True,0.0007899701595306396,54.25705120235047,-0.680432144050034
5,0.6688216081395983,-0.12975551545738928,1.4437854719748702,True,0.0011120140552520752,36.32979384203194,0.24658463364641292
6,0.7261419684758523,0.12256615482957456,2.8332893681237765,True,0.00046494603157043457,46.879786468145895,-0.25452654901510186
