sensor,horizon,rmse,r2
s2,1,0.10347533202149346,0.9713405687067136
s2,10,0.18715831826054877,0.9083377908933502
s2,25,0.2320818287873852,0.8861648267321764
s2,50,0.4042206181544316,0.7128505147642776
s3,1,0.10282836625718061,0.9623126712521128
s3,10,0.1962833662331111,0.8814709584051632
s3,25,0.2407603785799151,0.8307251975627172
s3,50,0.38825864714234304,0.6855422981996993
s4,1,0.06254190578801397,0.9888654100028348
s4,10,0.13628519017437613,0.9565124505759292
s4,25,0.18172002831484108,0.9317165768341745
s4,50,0.41330674878449225,0.7719699107854969
s6,1,0.0025616626275513825,0.9999941164188917
s6,10,0.09737705695136153,0.9918132074494022
s6,25,0.21904439563740258,0.9647799275101202
s6,50,0.37368470127271497,0.909714996227782
s7,1,0.019179299684117464,0.9990623899972803
s7,10,0.07654907132509696,0.987675650989207
s7,25,0.15699609883280002,0.9652616532706049
s7,50,0.4474478597852625,0.871460872625528
s8,1,0.03462593167403628,0.9941774685733973
s8,10,0.0825306381376608,0.9702945135048767
s8,25,0.16947587525895044,0.8985696460350314
s8,50,0.4072034171552409,0.6615638181692323
s9,1,0.03597883732476177,0.9945423243649854
s9,10,0.11408535600056409,0.9493158840000004
s9,25,0.24692473127575734,0.8355037182727063
s9,50,0.6935844557875005,0.41193163702626423
s10,1,0.02598931827643307,0.9987469728346566
s10,10,0.43851388864780116,0.7372314752529445
s10,25,0.5726432907949793,0.670903571203856
s10,50,0.9290016369113273,0.5098840359660171
s11,1,0.03892725796474225,0.9961678779694739
s11,10,0.1382766332405062,0.9557184802235112
s11,25,0.1864569095812893,0.9292777349559858
s11,50,0.45351745773885194,0.7258632517099368
s12,1,0.015395328507965418,0.9993937053190235
s12,10,0.06545345542357868,0.9910013769176189
s12,25,0.16082607906282442,0.9632208265479651
s12,50,0.4394038373426985,0.8736446084267433
s13,1,0.03876939503474224,0.9930103108090467
s13,10,0.08836458894387467,0.9632591555797345
s13,25,0.17588209515527836,0.8861641092765971
s13,50,0.4106286539341943,0.6609426230355617
s14,1,0.028496886367841517,0.9965445313611536
s14,10,0.09847356102424741,0.9656163047770111
s14,25,0.2659744904334625,0.8053336692079109
s14,50,0.7321891177686773,0.4274252196086118
s15,1,0.044957412568998524,0.9958758483847905
s15,10,0.11500103622358708,0.9772983112918558
s15,25,0.16740332770519992,0.965319327046256
s15,50,0.3304643422472342,0.9315456985886885
s17,1,0.12133396098093911,0.9551840965538161
s17,10,0.2219038974459794,0.8559875740189637
s17,25,0.26278878259270727,0.8392188407253491
s17,50,0.4432083985461846,0.6443160365544471
s20,1,0.06559742544009474,0.9899996453323269
s20,10,0.12417604076666848,0.971210452975481
s20,25,0.17195860790841552,0.960029386595864
s20,50,0.32572211980929827,0.9292492492612077
s21,1,0.04797121367895366,0.9948191010034313
s21,10,0.14486874169592778,0.9604035477244637
s21,25,0.19639377525746968,0.9479815702721824
s21,50,0.34016327975083027,0.9222023091051154
