k,recon_r2,recon_r2_min
1,0.6829624701718054,0.3018048220259135
2,0.8538895920570428,0.3339194452983143
3,0.8538589464065391,0.2961598854717158
4,0.8935736291038074,0.7200431270177807
5,0.8903042933226816,0.7339292972286202
6,0.8507840937138933,0.27723151041566274
