dataset,projection,freerun_norm,freerun_growth,bounded,nrmse_h1,nrmse_h10,nrmse_h25,nrmse_h50
FD001,h0_clip,5.215652481787838,1.300667283422602,True,0.17312531494680627,0.21723945059973201,0.2663133154386824,0.4649076598877147
FD001,full_box,5.215652481787838,1.300667283422602,True,0.17312531494680627,0.21723945059973201,0.2663133154386824,0.4649076598877147
FD002,h0_clip,4.017088115113912,2.3795674861851586,True,0.30608567471497766,0.4152070910989934,0.5229169514978753,0.8905312397590658
FD002,full_box,4.017088115113912,2.3795674861851586,True,0.30608567471497766,0.4152070910989934,0.5229169514978753,0.8864440701200734
FD003,h0_clip,7.6737803914959155,3.0220756842230996,True,0.12712175761475722,0.15841414714461896,0.17893742068492816,0.29487423563134163
FD003,full_box,6.653608841096063,2.620313387296256,True,0.12712175761475722,0.15841414714461896,0.17893742068492816,0.29487423563134163
FD004,h0_clip,3.2710932727687325,1.0502663302988615,True,0.18956883821095027,0.2325881594569588,0.3163179186086743,0.5140999564657147
FD004,full_box,3.2710932727687325,1.0502663302988615,True,0.18956883821095027,0.2325881594569588,0.3163179186086743,0.5140999564657147
